decimalLatitude,decimalLongitude,species,kingdom
47.15335,7.27381,Myosotis arvensis,Plantae
47.15335,7.27381,Melica ciliata,Plantae
47.15335,7.27381,Geranium robertianum,Plantae
47.15335,7.27381,Erigeron annuus,Plantae
47.15335,7.27381,Campanula rotundifolia,Plantae
47.15335,7.27381,Sedum album,Plantae
47.15335,7.27381,Melampyrum pratense,Plantae
47.15335,7.27381,Mahonia aquifolium,Plantae
47.15335,7.27381,Leucanthemum vulgare,Plantae
47.15335,7.27381,Impatiens parviflora,Plantae
47.15335,7.27381,Anthriscus sylvestris,Plantae
47.15335,7.27381,Cornus mas,Plantae
47.15335,7.27381,Viola reichenbachiana,Plantae
47.15335,7.27381,Verbascum lychnitis,Plantae
47.15335,7.27381,Betonica officinalis,Plantae
47.15335,7.27381,Prunella vulgaris,Plantae
47.15335,7.27381,Fumaria officinalis,Plantae
47.15335,7.27381,Cerastium glomeratum,Plantae
47.15335,7.27381,Arenaria serpyllifolia,Plantae
47.15335,7.27381,Globularia bisnagarica,Plantae
47.15335,7.27381,Trifolium campestre,Plantae
47.15335,7.27381,Clinopodium vulgare,Plantae
47.15335,7.27381,Carex leersii,Plantae
47.15335,7.27381,Hylotelephium telephium,Plantae
47.15335,7.27381,Quercus robur,Plantae
47.15335,7.27381,Mercurialis annua,Plantae
47.15335,7.27381,Hylotelephium maximum,Plantae
47.15335,7.27381,Polygonatum multiflorum,Plantae
47.15335,7.27381,Plantago media,Plantae
47.15335,7.27381,Heracleum sphondylium,Plantae
47.15335,7.27381,Cardamine hirsuta,Plantae
47.15335,7.27381,Veronica persica,Plantae
47.15335,7.27381,Linaria vulgaris,Plantae
47.15335,7.27381,Geranium molle,Plantae
47.15334,7.27381,Cotoneaster horizontalis,Plantae
47.15335,7.27381,Torilis japonica,Plantae
47.10838,7.27395,Impatiens parviflora,Plantae
47.15335,7.27381,Lonicera xylosteum,Plantae
47.15335,7.27381,Verbena officinalis,Plantae
47.15335,7.27381,Trisetum flavescens,Plantae
47.15335,7.27381,Betonica officinalis,Plantae
47.15335,7.27381,Silene vulgaris,Plantae
47.15335,7.27381,Ficaria verna,Plantae
47.15335,7.27381,Prunella grandiflora,Plantae
47.15335,7.27381,Medicago sativa,Plantae
47.15335,7.27381,Knautia arvensis,Plantae
47.15335,7.27381,Campanula rapunculoides,Plantae
47.15335,7.27381,Atropa belladonna,Plantae
47.15335,7.27381,Bryonia dioica,Plantae
47.15335,7.27381,Draba aizoides,Plantae
47.10838,7.27395,Circaea lutetiana,Plantae
47.15335,7.27381,Hippocrepis emerus,Plantae
47.10838,7.27395,Lolium giganteum,Plantae
47.15335,7.27381,Viburnum lantana,Plantae
47.15335,7.27381,Stachys sylvatica,Plantae
47.15335,7.27381,Hypericum perforatum,Plantae
47.15335,7.27381,Hepatica nobilis,Plantae
47.15335,7.27381,Clinopodium vulgare,Plantae
47.15335,7.27381,Chaerophyllum aureum,Plantae
47.15335,7.27381,Ranunculus acris,Plantae
47.15335,7.27381,Mercurialis perennis,Plantae
47.15335,7.27381,Acer campestre,Plantae
47.15335,7.27381,Ophrys holosericea,Plantae
47.15335,7.27381,Trifolium medium,Plantae
47.15335,7.27381,Sedum sexangulare,Plantae
47.15335,7.27381,Poterium sanguisorba,Plantae
47.15335,7.27381,Prunus spinosa,Plantae
47.15335,7.27381,Mycelis muralis,Plantae
47.15335,7.27381,Geranium columbinum,Plantae
47.15335,7.27381,Pseudofumaria lutea,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Sedum sexangulare,Plantae
47.15335,7.27381,Melica ciliata,Plantae
47.15335,7.27381,Asplenium trichomanes,Plantae
47.15335,7.27381,Plantago media,Plantae
47.15335,7.27381,Lamium amplexicaule,Plantae
47.15335,7.27381,Campanula rotundifolia,Plantae
47.15335,7.27381,Arrhenatherum elatius,Plantae
47.15335,7.27381,Agrimonia eupatoria,Plantae
47.15335,7.27381,Veronica polita,Plantae
47.15335,7.27381,Neottia ovata,Plantae
47.15335,7.27381,Geranium pusillum,Plantae
47.15335,7.27381,Viola hirta,Plantae
47.15335,7.27381,Salvia pratensis,Plantae
47.15335,7.27381,Ranunculus bulbosus,Plantae
47.15335,7.27381,Plantago media,Plantae
47.15335,7.27381,Geranium rotundifolium,Plantae
47.15335,7.27381,Teucrium botrys,Plantae
47.15335,7.27381,Sedum album,Plantae
47.15335,7.27381,Luzula pilosa,Plantae
47.15335,7.27381,Stachys palustris,Plantae
47.15335,7.27381,Stuckenia pectinata,Plantae
47.15335,7.27381,Festuca ovina,Plantae
47.15335,7.27381,Equisetum arvense,Plantae
47.15335,7.27381,Veronica chamaedrys,Plantae
47.15335,7.27381,Rhamnus cathartica,Plantae
47.15335,7.27381,Lepidium virginicum,Plantae
47.15335,7.27381,Corydalis cava,Plantae
47.15335,7.27381,Aegopodium podagraria,Plantae
47.15335,7.27381,Dianthus sylvestris,Plantae
47.15335,7.27381,Vicia sepium,Plantae
47.15335,7.27381,Stachys palustris,Plantae
47.15335,7.27381,Salvia pratensis,Plantae
47.15335,7.27381,Briza media,Plantae
47.15334,7.27381,Phedimus spurius,Plantae
47.15335,7.27381,Quercus petraea,Plantae
47.15335,7.27381,Melilotus albus,Plantae
47.15335,7.27381,Atriplex patula,Plantae
47.10838,7.27395,Glechoma hederacea,Plantae
47.15335,7.27381,Galium verum,Plantae
47.15335,7.27381,Fragaria vesca,Plantae
47.15335,7.27381,Sedum sexangulare,Plantae
47.15335,7.27381,Clinopodium acinos,Plantae
47.15335,7.27381,Cerastium brachypetalum,Plantae
47.15335,7.27381,Hedlundia mougeotii,Plantae
47.15335,7.27381,Stachys palustris,Plantae
47.15335,7.27381,Coronilla varia,Plantae
47.15335,7.27381,Ranunculus acris,Plantae
47.15335,7.27381,Euonymus europaeus,Plantae
47.15335,7.27381,Geranium rotundifolium,Plantae
47.15335,7.27381,Luzula multiflora,Plantae
47.15335,7.27381,Valeriana officinalis,Plantae
47.15335,7.27381,Sparganium erectum,Plantae
47.15335,7.27381,Potentilla reptans,Plantae
47.15335,7.27381,Poa pratensis,Plantae
47.15335,7.27381,Medicago lupulina,Plantae
47.15335,7.27381,Leontodon hispidus,Plantae
47.15335,7.27381,Dianthus carthusianorum,Plantae
47.15335,7.27381,Cirsium palustre,Plantae
47.15335,7.27381,Poa angustifolia,Plantae
47.15335,7.27381,Plantago media,Plantae
47.15335,7.27381,Stellaria aquatica,Plantae
47.15335,7.27381,Agrimonia eupatoria,Plantae
47.15335,7.27381,Veronica filiformis,Plantae
47.15335,7.27381,Ribes alpinum,Plantae
47.15335,7.27381,Corylus avellana,Plantae
47.15335,7.27381,Rosa canina,Plantae
47.15335,7.27381,Neottia nidus-avis,Plantae
47.15335,7.27381,Trifolium campestre,Plantae
47.15335,7.27381,Bupleurum falcatum,Plantae
47.15335,7.27381,Rosa tomentosa,Plantae
47.15335,7.27381,Epipactis purpurata,Plantae
47.15335,7.27381,Veronica hederifolia,Plantae
47.15335,7.27381,Ligustrum vulgare,Plantae
47.15335,7.27381,Cotoneaster divaricatus,Plantae
47.15335,7.27381,Dianthus gratianopolitanus,Plantae
47.15335,7.27381,Hepatica nobilis,Plantae
47.15335,7.27381,Verbascum lychnitis,Plantae
47.15335,7.27381,Asplenium ruta-muraria,Plantae
47.15335,7.27381,Valeriana officinalis,Plantae
47.15335,7.27381,Stachys palustris,Plantae
47.15335,7.27381,Sonchus asper,Plantae
47.15335,7.27381,Coronilla varia,Plantae
47.15335,7.27381,Salix caprea,Plantae
47.15335,7.27381,Malva alcea,Plantae
47.15335,7.27381,Knautia arvensis,Plantae
47.15335,7.27381,Fraxinus excelsior,Plantae
47.15335,7.27381,Filipendula ulmaria,Plantae
47.15335,7.27381,Veronica arvensis,Plantae
47.15335,7.27381,Scorzoneroides autumnalis,Plantae
47.15335,7.27381,Cornus sanguinea,Plantae
47.15335,7.27381,Clinopodium acinos,Plantae
47.15335,7.27381,Rosa tomentosa,Plantae
47.15335,7.27381,Epipactis purpurata,Plantae
47.15335,7.27381,Ranunculus repens,Plantae
47.15335,7.27381,Lamium purpureum,Plantae
47.15335,7.27381,Acer pseudoplatanus,Plantae
47.15335,7.27381,Reseda lutea,Plantae
47.15335,7.27381,Lapsana communis,Plantae
47.15335,7.27381,Ophrys apifera,Plantae
47.15335,7.27381,Melittis melissophyllum,Plantae
47.15335,7.27381,Asplenium csikii,Plantae
47.15335,7.27381,Dianthus gratianopolitanus,Plantae
47.15335,7.27381,Vicia sepium,Plantae
47.15335,7.27381,Vicia sepium,Plantae
47.15335,7.27381,Sonchus oleraceus,Plantae
47.15335,7.27381,Echinochloa crus-galli,Plantae
47.15335,7.27381,Equisetum arvense,Plantae
47.15335,7.27381,Eupatorium cannabinum,Plantae
47.15335,7.27381,Ficaria verna,Plantae
47.15335,7.27381,Myosotis arvensis,Plantae
47.15335,7.27381,Lamium amplexicaule,Plantae
47.15335,7.27381,Acer platanoides,Plantae
47.15335,7.27381,Noccaea perfoliata,Plantae
47.15335,7.27381,Asarum europaeum,Plantae
47.15335,7.27381,Sambucus nigra,Plantae
47.15335,7.27381,Hippocrepis emerus,Plantae
47.15335,7.27381,Agrostis stolonifera,Plantae
47.15335,7.27381,Equisetum palustre,Plantae
47.15335,7.27381,Lolium arundinaceum,Plantae
47.15335,7.27381,Euphorbia cyparissias,Plantae
47.15335,7.27381,Ranunculus bulbosus,Plantae
47.15335,7.27381,Mycelis muralis,Plantae
47.15335,7.27381,Lactuca serriola,Plantae
47.15335,7.27381,Acer opalus,Plantae
47.15335,7.27381,Globularia cordifolia,Plantae
47.15335,7.27381,Epipactis atrorubens,Plantae
47.15335,7.27381,Dactylis glomerata,Plantae
47.15335,7.27381,Silene vulgaris,Plantae
47.15335,7.27381,Galium album,Plantae
47.15335,7.27381,Sinapis arvensis,Plantae
47.15335,7.27381,Poterium sanguisorba,Plantae
47.15335,7.27381,Crepis biennis,Plantae
47.15335,7.27381,Crataegus laevigata,Plantae
47.15335,7.27381,Platanthera chlorantha,Plantae
47.15335,7.27381,Veronica arvensis,Plantae
47.15335,7.27381,Scrophularia nodosa,Plantae
47.15335,7.27381,Poa trivialis,Plantae
47.15335,7.27381,Medicago lupulina,Plantae
47.15335,7.27381,Epilobium montanum,Plantae
47.15335,7.27381,Artemisia absinthium,Plantae
47.15335,7.27381,Cynoglossum officinale,Plantae
47.15335,7.27381,Trifolium arvense,Plantae
47.15335,7.27381,Sanicula europaea,Plantae
47.15335,7.27381,Anthoxanthum odoratum,Plantae
47.15335,7.27381,Lathyrus pratensis,Plantae
47.15335,7.27381,Prunella vulgaris,Plantae
47.15335,7.27381,Ranunculus repens,Plantae
47.15335,7.27381,Moehringia muscosa,Plantae
47.15335,7.27381,Galium aparine,Plantae
47.15335,7.27381,Verbascum thapsus,Plantae
47.15335,7.27381,Schoenoplectus lacustris,Plantae
47.15335,7.27381,Dianthus carthusianorum,Plantae
47.15335,7.27381,Crepis capillaris,Plantae
47.10838,7.27395,Jacobaea vulgaris,Plantae
47.15335,7.27381,Veronica teucrium,Plantae
47.15335,7.27381,Galium verum,Plantae
47.15335,7.27381,Trifolium medium,Plantae
47.15335,7.27381,Clematis vitalba,Plantae
47.15335,7.27381,Mercurialis perennis,Plantae
47.15335,7.27381,Daphne alpina,Plantae
47.15335,7.27381,Plantago lanceolata,Plantae
47.15335,7.27381,Chaerophyllum temulum,Plantae
47.15335,7.27381,Bromus erectus,Plantae
47.15335,7.27381,Bupleurum falcatum,Plantae
47.15335,7.27381,Ranunculus bulbosus,Plantae
47.15335,7.27381,Plantago lanceolata,Plantae
47.15335,7.27381,Anthyllis vulneraria,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Galium anisophyllon,Plantae
47.15335,7.27381,Trifolium striatum,Plantae
47.15335,7.27381,Viola hirta,Plantae
47.15335,7.27381,Genista sagittalis,Plantae
47.15335,7.27381,Lysimachia nemorum,Plantae
47.15335,7.27381,Persicaria maculosa,Plantae
47.15335,7.27381,Ranunculus acris,Plantae
47.15335,7.27381,Berberis vulgaris,Plantae
47.15335,7.27381,Impatiens parviflora,Plantae
47.15335,7.27381,Veronica serpyllifolia,Plantae
47.15335,7.27381,Silene dioica,Plantae
47.15335,7.27381,Daucus carota,Plantae
47.15335,7.27381,Epilobium hirsutum,Plantae
47.15335,7.27381,Epilobium montanum,Plantae
47.15335,7.27381,Viola alba,Plantae
47.15335,7.27381,Vincetoxicum hirundinaria,Plantae
47.15335,7.27381,Verbena officinalis,Plantae
47.15335,7.27381,Thesium alpinum,Plantae
47.15335,7.27381,Betonica officinalis,Plantae
47.15335,7.27381,Coronilla varia,Plantae
47.15335,7.27381,Rosa arvensis,Plantae
47.15335,7.27381,Rhamnus cathartica,Plantae
47.15335,7.27381,Leucanthemum vulgare,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Berberis julianae,Plantae
47.15335,7.27381,Anemone nemorosa,Plantae
47.15335,7.27381,Trifolium ochroleucon,Plantae
47.15335,7.27381,Calluna vulgaris,Plantae
47.15335,7.27381,Polygonatum multiflorum,Plantae
47.15335,7.27381,Deschampsia cespitosa,Plantae
47.15335,7.27381,Phragmites australis,Plantae
47.15335,7.27381,Trisetum flavescens,Plantae
47.15335,7.27381,Prunus padus,Plantae
47.15335,7.27381,Teucrium montanum,Plantae
47.15335,7.27381,Prenanthes purpurea,Plantae
47.15335,7.27381,Silene nutans,Plantae
47.15335,7.27381,Melittis melissophyllum,Plantae
47.15335,7.27381,Typha latifolia,Plantae
47.15335,7.27381,Silene vulgaris,Plantae
47.15335,7.27381,Cirsium vulgare,Plantae
47.15335,7.27381,Scrophularia nodosa,Plantae
47.15335,7.27381,Centaurea scabiosa,Plantae
47.15335,7.27381,Ophrys holosericea,Plantae
47.15335,7.27381,Prunella laciniata,Plantae
47.15335,7.27381,Viola reichenbachiana,Plantae
47.15335,7.27381,Viola alba,Plantae
47.15335,7.27381,Vincetoxicum hirundinaria,Plantae
47.15335,7.27381,Verbena officinalis,Plantae
47.15335,7.27381,Thesium alpinum,Plantae
47.15335,7.27381,Silene vulgaris,Plantae
47.15335,7.27381,Rosa spinosissima,Plantae
47.15335,7.27381,Melica uniflora,Plantae
47.15335,7.27381,Lotus corniculatus,Plantae
47.15335,7.27381,Hippocrepis comosa,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Galium pumilum,Plantae
47.15335,7.27381,Carex halleriana,Plantae
47.15335,7.27381,Bupleurum falcatum,Plantae
47.15335,7.27381,Berberis vulgaris,Plantae
47.15335,7.27381,Anemone nemorosa,Plantae
47.15335,7.27381,Acer platanoides,Plantae
47.15335,7.27381,Genista sagittalis,Plantae
47.15335,7.27381,Galium album,Plantae
47.15335,7.27381,Globularia cordifolia,Plantae
47.15335,7.27381,Trifolium ochroleucon,Plantae
47.15335,7.27381,Pulmonaria obscura,Plantae
47.15335,7.27381,Medicago minima,Plantae
47.15335,7.27381,Galium rotundifolium,Plantae
47.15335,7.27381,Polygonatum odoratum,Plantae
47.15335,7.27381,Geranium robertianum,Plantae
47.15335,7.27381,Plantago lanceolata,Plantae
47.15335,7.27381,Pyrus pyraster,Plantae
47.15335,7.27381,Poterium sanguisorba,Plantae
47.15335,7.27381,Saponaria ocymoides,Plantae
47.15335,7.27381,Luzula luzuloides,Plantae
47.15335,7.27381,Trifolium pratense,Plantae
47.15335,7.27381,Rosa arvensis,Plantae
47.15335,7.27381,Cerastium holosteoides,Plantae
47.15335,7.27381,Salix purpurea,Plantae
47.15335,7.27381,Bromus sterilis,Plantae
47.15335,7.27381,Trifolium striatum,Plantae
47.15335,7.27381,Primula elatior,Plantae
47.15335,7.27381,Acer platanoides,Plantae
47.15335,7.27381,Hypericum perforatum,Plantae
47.15335,7.27381,Clematis vitalba,Plantae
47.15335,7.27381,Luzula luzuloides,Plantae
47.15335,7.27381,Prunus avium,Plantae
47.15335,7.27381,Rhamnus cathartica,Plantae
47.15335,7.27381,Centaurea jacea,Plantae
47.15335,7.27381,Salix caprea,Plantae
47.15335,7.27381,Coronilla varia,Plantae
47.15335,7.27381,Ribes alpinum,Plantae
47.15335,7.27381,Melica ciliata,Plantae
47.15335,7.27381,Erigeron annuus,Plantae
47.15335,7.27381,Crataegus laevigata,Plantae
47.15335,7.27381,Anthyllis vulneraria,Plantae
47.15335,7.27381,Seseli libanotis,Plantae
47.15335,7.27381,Lactuca perennis,Plantae
47.15335,7.27381,Silene vulgaris,Plantae
47.15335,7.27381,Potentilla verna,Plantae
47.15335,7.27381,Betonica officinalis,Plantae
47.15335,7.27381,Helianthemum nummularium,Plantae
47.10838,7.27395,Potentilla verna,Plantae
47.15335,7.27381,Helianthemum nummularium,Plantae
47.15335,7.27381,Sedum album,Plantae
47.15335,7.27381,Veronica arvensis,Plantae
47.15335,7.27381,Galium album,Plantae
47.15335,7.27381,Stachys recta,Plantae
47.10838,7.27395,Ajuga reptans,Plantae
47.15335,7.27381,Arrhenatherum elatius,Plantae
47.15335,7.27381,Rumex acetosa,Plantae
47.15335,7.27381,Poterium sanguisorba,Plantae
47.15335,7.27381,Medicago minima,Plantae
47.10838,7.27395,Vicia cracca,Plantae
47.15335,7.27381,Bromus erectus,Plantae
47.15335,7.27381,Centaurea jacea,Plantae
47.15335,7.27381,Galium verum,Plantae
47.15335,7.27381,Bupleurum falcatum,Plantae
47.15335,7.27381,Thesium alpinum,Plantae
47.15335,7.27381,Melampyrum arvense,Plantae
47.15335,7.27381,Allium ursinum,Plantae
47.15335,7.27381,Campanula rotundifolia,Plantae
47.15335,7.27381,Hypericum hirsutum,Plantae
47.15335,7.27381,Melampyrum pratense,Plantae
47.15335,7.27381,Phragmites australis,Plantae
47.15335,7.27381,Quercus robur,Plantae
47.15335,7.27381,Carex hirta,Plantae
47.15335,7.27381,Salix appendiculata,Plantae
47.10838,7.27395,Plantago lanceolata,Plantae
47.15335,7.27381,Echium vulgare,Plantae
47.15335,7.27381,Achillea millefolium,Plantae
47.15335,7.27381,Salvia pratensis,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Viola hirta,Plantae
47.15335,7.27381,Coronilla varia,Plantae
47.15335,7.27381,Ribes alpinum,Plantae
47.15335,7.27381,Holcus mollis,Plantae
47.15335,7.27381,Euphorbia amygdaloides,Plantae
47.15335,7.27381,Plantago lanceolata,Plantae
47.15335,7.27381,Lilium martagon,Plantae
47.15335,7.27381,Genista sagittalis,Plantae
47.15335,7.27381,Euphorbia cyparissias,Plantae
47.15335,7.27381,Erigeron acris,Plantae
47.15335,7.27381,Daucus carota,Plantae
47.15335,7.27381,Prunus mahaleb,Plantae
47.10838,7.27395,Galium album,Plantae
47.15335,7.27381,Melampyrum arvense,Plantae
47.15335,7.27381,Vincetoxicum hirundinaria,Plantae
47.15335,7.27381,Prunella vulgaris,Plantae
47.15335,7.27381,Achillea millefolium,Plantae
47.15335,7.27381,Ajuga reptans,Plantae
47.15335,7.27381,Bupleurum falcatum,Plantae
47.15335,7.27381,Phleum pratense,Plantae
47.15335,7.27381,Prunus spinosa,Plantae
47.15335,7.27381,Rhinanthus alectorolophus,Plantae
47.15335,7.27381,Briza media,Plantae
47.11669,7.25535,Cyperus esculentus,Plantae
47.15335,7.27381,Aquilegia vulgaris,Plantae
47.15335,7.27381,Prunus mahaleb,Plantae
47.15335,7.27381,Medicago lupulina,Plantae
47.15335,7.27381,Centaurium erythraea,Plantae
47.15335,7.27381,Carex montana,Plantae
47.15335,7.27381,Allium sphaerocephalon,Plantae
47.15335,7.27381,Pseudofumaria lutea,Plantae
47.15335,7.27381,Teucrium chamaedrys,Plantae
47.15335,7.27381,Melica nutans,Plantae
47.15335,7.27381,Scabiosa columbaria,Plantae
47.15335,7.27381,Trifolium medium,Plantae
47.15335,7.27381,Dioscorea communis,Plantae
47.15335,7.27381,Melampyrum pratense,Plantae
47.15335,7.27381,Mahonia aquifolium,Plantae
47.15335,7.27381,Pilosella officinarum,Plantae
47.15335,7.27381,Echium vulgare,Plantae
47.15335,7.27381,Campanula trachelium,Plantae
47.15335,7.27381,Pseudofumaria lutea,Plantae
47.15335,7.27381,Rhinanthus alectorolophus,Plantae
47.15335,7.27381,Euphorbia cyparissias,Plantae
47.15335,7.27381,Chaerophyllum aureum,Plantae
47.15335,7.27381,Ajuga reptans,Plantae
47.15335,7.27381,Euonymus europaeus,Plantae
47.15335,7.27381,Saxifraga paniculata,Plantae
47.15335,7.27381,Fallopia dumetorum,Plantae
47.15335,7.27381,Salvia glutinosa,Plantae
47.15335,7.27381,Vicia cracca,Plantae
47.15335,7.27381,Phleum pratense,Plantae
47.15335,7.27381,Lonicera xylosteum,Plantae
47.15335,7.27381,Pseudofumaria lutea,Plantae
47.15335,7.27381,Amelanchier ovalis,Plantae
47.15335,7.27381,Hippocrepis emerus,Plantae
47.15335,7.27381,Coronilla varia,Plantae
47.15335,7.27381,Rhamnus cathartica,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Cirsium vulgare,Plantae
47.15335,7.27381,Berberis julianae,Plantae
47.15335,7.27381,Lycopsis arvensis,Plantae
47.15335,7.27381,Aria edulis,Plantae
47.15335,7.27381,Rosa canina,Plantae
47.15335,7.27381,Campanula rapunculus,Plantae
47.15335,7.27381,Medicago lupulina,Plantae
47.15335,7.27381,Nasturtium officinale,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Poa compressa,Plantae
47.15335,7.27381,Thesium alpinum,Plantae
47.15335,7.27381,Lolium perenne,Plantae
47.15335,7.27381,Erigeron annuus,Plantae
47.15335,7.27381,Centaurium erythraea,Plantae
47.15335,7.27381,Carex montana,Plantae
47.15335,7.27381,Pseudofumaria lutea,Plantae
47.15335,7.27381,Lotus corniculatus,Plantae
47.15335,7.27381,Centaurea jacea,Plantae
47.15335,7.27381,Achillea millefolium,Plantae
47.15335,7.27381,Carex montana,Plantae
47.15335,7.27381,Genista sagittalis,Plantae
47.15335,7.27381,Fragaria vesca,Plantae
47.15335,7.27381,Euphorbia dulcis,Plantae
47.15335,7.27381,Euphorbia cyparissias,Plantae
47.15335,7.27381,Daucus carota,Plantae
47.15335,7.27381,Carduus crispus,Plantae
47.15335,7.27381,Hylotelephium maximum,Plantae
47.15335,7.27381,Ribes alpinum,Plantae
47.15335,7.27381,Pinus nigra,Plantae
47.15335,7.27381,Geranium columbinum,Plantae
47.15335,7.27381,Eupatorium cannabinum,Plantae
47.15335,7.27381,Crataegus laevigata,Plantae
47.15335,7.27381,Anthyllis vulneraria,Plantae
47.15335,7.27381,Prunus mahaleb,Plantae
47.15335,7.27381,Globularia cordifolia,Plantae
47.15335,7.27381,Digitalis lutea,Plantae
47.15335,7.27381,Draba aizoides,Plantae
47.15335,7.27381,Anthericum ramosum,Plantae
47.15335,7.27381,Thesium alpinum,Plantae
47.15335,7.27381,Viola hirta,Plantae
47.15335,7.27381,Valeriana officinalis,Plantae
47.15335,7.27381,Potentilla sterilis,Plantae
47.15335,7.27381,Potentilla verna,Plantae
47.15335,7.27381,Pinus nigra,Plantae
47.15335,7.27381,Malva moschata,Plantae
47.15335,7.27381,Ligustrum vulgare,Plantae
47.15335,7.27381,Campanula persicifolia,Plantae
47.15335,7.27381,Anthoxanthum odoratum,Plantae
47.15335,7.27381,Asplenium ruta-muraria,Plantae
47.15335,7.27381,Viburnum lantana,Plantae
47.15335,7.27381,Potentilla verna,Plantae
47.15335,7.27381,Pinus nigra,Plantae
47.15335,7.27381,Campanula persicifolia,Plantae
47.15335,7.27381,Berberis vulgaris,Plantae
47.15335,7.27381,Poa compressa,Plantae
47.15335,7.27381,Genista sagittalis,Plantae
47.15335,7.27381,Euphorbia cyparissias,Plantae
47.15335,7.27381,Daucus carota,Plantae
47.15335,7.27381,Carex alba,Plantae
47.15335,7.27381,Bromus benekenii,Plantae
47.15335,7.27381,Carex humilis,Plantae
47.15335,7.27381,Hieracium amplexicaule,Plantae
47.15335,7.27381,Rosa canina,Plantae
47.15335,7.27381,Rosa canina,Plantae
47.15335,7.27381,Cephalanthera damasonium,Plantae
47.15335,7.27381,Cornus sanguinea,Plantae
47.15335,7.27381,Taxus baccata,Plantae
47.15335,7.27381,Mycelis muralis,Plantae
47.15335,7.27381,Teucrium chamaedrys,Plantae
47.15335,7.27381,Sedum sexangulare,Plantae
47.15335,7.27381,Phleum pratense,Plantae
47.15335,7.27381,Ornithogalum umbellatum,Plantae
47.15335,7.27381,Melica uniflora,Plantae
47.15335,7.27381,Pseudofumaria lutea,Plantae
47.15335,7.27381,Rosa canina,Plantae
47.15335,7.27381,Viola hirta,Plantae
47.15335,7.27381,Valeriana officinalis,Plantae
47.15335,7.27381,Potentilla sterilis,Plantae
47.15335,7.27381,Potentilla verna,Plantae
47.15335,7.27381,Pinus nigra,Plantae
47.15335,7.27381,Ligustrum vulgare,Plantae
47.15335,7.27381,Geranium rotundifolium,Plantae
47.15335,7.27381,Carex caryophyllea,Plantae
47.15335,7.27381,Campanula persicifolia,Plantae
47.15335,7.27381,Asplenium trichomanes,Plantae
47.15335,7.27381,Globularia cordifolia,Plantae
47.15335,7.27381,Berberis vulgaris,Plantae
47.15335,7.27381,Hornungia petraea,Plantae
47.15335,7.27381,Melittis melissophyllum,Plantae
47.15335,7.27381,Euphorbia cyparissias,Plantae
47.15335,7.27381,Sedum sexangulare,Plantae
47.15335,7.27381,Poterium sanguisorba,Plantae
47.15335,7.27381,Diplotaxis erucoides,Plantae
47.15582,7.24848,Reynoutria japonica,Plantae
47.15335,7.27381,Cornus sanguinea,Plantae
47.15335,7.27381,Melittis melissophyllum,Plantae
47.15335,7.27381,Lapsana communis,Plantae
47.15335,7.27381,Cyclamen purpurascens,Plantae
47.15335,7.27381,Hepatica nobilis,Plantae
47.15335,7.27381,Vicia sepium,Plantae
47.15335,7.27381,Valeriana officinalis,Plantae
47.15335,7.27381,Ligustrum vulgare,Plantae
47.15335,7.27381,Geranium robertianum,Plantae
47.15335,7.27381,Chaerophyllum temulum,Plantae
47.15335,7.27381,Ajuga reptans,Plantae
47.15335,7.27381,Primula veris,Plantae
47.15335,7.27381,Cornus sanguinea,Plantae
47.15335,7.27381,Prunus mahaleb,Plantae
47.15335,7.27381,Tussilago farfara,Plantae
47.15335,7.27381,Trifolium repens,Plantae
47.15335,7.27381,Saponaria ocymoides,Plantae
47.15335,7.27381,Matricaria chamomilla,Plantae
47.15335,7.27381,Echium vulgare,Plantae
47.15335,7.27381,Arrhenatherum elatius,Plantae
47.15335,7.27381,Poterium sanguisorba,Plantae
47.15335,7.27381,Poa nemoralis,Plantae
47.15335,7.27381,Echinochloa crus-galli,Plantae
47.15335,7.27381,Teucrium montanum,Plantae
47.15335,7.27381,Coronilla vaginalis,Plantae
47.15335,7.27381,Hippocrepis comosa,Plantae
47.15335,7.27381,Ligustrum vulgare,Plantae
47.15335,7.27381,Athamanta cretensis,Plantae
47.15335,7.27381,Leucojum vernum,Plantae
47.11201,7.30029,Reynoutria japonica,Plantae
47.15335,7.27381,Sedum hispanicum,Plantae
47.15335,7.27381,Melampyrum arvense,Plantae
47.15335,7.27381,Asplenium ruta-muraria,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Taxus baccata,Plantae
47.15335,7.27381,Sambucus nigra,Plantae
47.15335,7.27381,Poa compressa,Plantae
47.15335,7.27381,Dipsacus fullonum,Plantae
47.15335,7.27381,Arctium minus,Plantae
47.15335,7.27381,Hornungia petraea,Plantae
47.15335,7.27381,Himantoglossum hircinum,Plantae
47.15335,7.27381,Plantago media,Plantae
47.15335,7.27381,Trifolium pratense,Plantae
